# Header: 
#   title: 93-NP-237(N,G) thermal cross section 
#   source: EXFOR 
#   date created: 2025-09-08 
# Target: 
#   Z: 93 
#   A: 237 
#   Nuclide: 93-NP-237 
# Reaction: 
#   Type: N,G 
#   Incident energy       : 2.4000e-08 MeV - 2.6000e-08 MeV 
# Residual: 
#   Z: 93 
#   A: 238 
#   Nuclide: 93-NP-238
# Statistics:
#   Thermal Simple Mean       |  Simple Stdev        : 1.78917E+02  |   8.90635E+00 (N = 620)
#   Thermal Weighted Mean    +/- Weighted Error      : 1.78252E+02 +/-  2.72272E-01 (N = 620)
#   AV Simple Mean            |  Simple Stdev        : 1.78933E+02  |   5.47753E+00   (N = 3)
#   AV Weighted Mean         +/- Weighted Error      : 1.76994E+02 +/-  3.95178E+00   (N = 3)
#   MXW Simple Mean           |  Simple Stdev        : 1.71600E+02  |   5.36656E+00   (N = 5)
#   MXW Weighted Mean        +/- Weighted Error      :         NAN +/-          NAN   (N = 5)
#   MXW/FCT Simple Mean       |  Simple Stdev        : 1.50000E+02  |           NAN   (N = 1)
#   MXW/FCT Weighted Mean    +/- Weighted Error      :         NAN +/-          NAN   (N = 1)
#   RAW Simple Mean           |  Simple Stdev        : 1.80112E+02  |   1.34318E+01  (N = 75)
#   RAW Weighted Mean        +/- Weighted Error      : 1.78076E+02 +/-  1.29089E+00  (N = 75)
#   SPA Simple Mean           |  Simple Stdev        : 1.67300E+02  |   2.65321E+01   (N = 7)
#   SPA Weighted Mean        +/- Weighted Error      : 1.56449E+02 +/-  1.92565E+00   (N = 7)
#
# Data Table
#   Experimental Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
14565-002-0         E.J.Hennelly            1968   2.5300E-08   0.0000E+00   1.6900E+02   0.0000E+00                
23745-002-0         G.Rovira                2020   2.4393E-08   0.0000E+00   1.8393E+02   6.5212E+00                
23745-002-0         G.Rovira                2020   2.4390E-08   0.0000E+00   1.7943E+02   6.6553E+00                
23745-002-0         G.Rovira                2020   2.4386E-08   0.0000E+00   1.8932E+02   6.6325E+00                
23745-002-0         G.Rovira                2020   2.4382E-08   0.0000E+00   1.8622E+02   6.5501E+00                
23745-002-0         G.Rovira                2020   2.4378E-08   0.0000E+00   1.8209E+02   6.5192E+00                
23745-002-0         G.Rovira                2020   2.4375E-08   0.0000E+00   1.9118E+02   6.7850E+00                
23745-002-0         G.Rovira                2020   2.4371E-08   0.0000E+00   1.7541E+02   6.5734E+00                
23745-002-0         G.Rovira                2020   2.4367E-08   0.0000E+00   1.7796E+02   6.5973E+00                
23745-002-0         G.Rovira                2020   2.4363E-08   0.0000E+00   1.8698E+02   6.5660E+00                
23745-002-0         G.Rovira                2020   2.4360E-08   0.0000E+00   1.7670E+02   6.5309E+00                
23745-002-0         G.Rovira                2020   2.4356E-08   0.0000E+00   1.8049E+02   6.4118E+00                
23745-002-0         G.Rovira                2020   2.4352E-08   0.0000E+00   1.7919E+02   6.2148E+00                
23745-002-0         G.Rovira                2020   2.4348E-08   0.0000E+00   1.7141E+02   6.2741E+00                
23745-002-0         G.Rovira                2020   2.4344E-08   0.0000E+00   1.7804E+02   6.4523E+00                
23745-002-0         G.Rovira                2020   2.4341E-08   0.0000E+00   1.7381E+02   6.3254E+00                
23745-002-0         G.Rovira                2020   2.4337E-08   0.0000E+00   1.8661E+02   6.7933E+00                
23745-002-0         G.Rovira                2020   2.4333E-08   0.0000E+00   1.8629E+02   6.9350E+00                
23745-002-0         G.Rovira                2020   2.4329E-08   0.0000E+00   1.7761E+02   6.5922E+00                
23745-002-0         G.Rovira                2020   2.4326E-08   0.0000E+00   1.7479E+02   6.2527E+00                
23745-002-0         G.Rovira                2020   2.4322E-08   0.0000E+00   1.6645E+02   6.2813E+00                
23745-002-0         G.Rovira                2020   2.4318E-08   0.0000E+00   1.7840E+02   6.2424E+00                
23745-002-0         G.Rovira                2020   2.4315E-08   0.0000E+00   1.9613E+02   6.9700E+00                
23745-002-0         G.Rovira                2020   2.4311E-08   0.0000E+00   1.8149E+02   6.6614E+00                
23745-002-0         G.Rovira                2020   2.4307E-08   0.0000E+00   1.9164E+02   6.7444E+00                
23745-002-0         G.Rovira                2020   2.4303E-08   0.0000E+00   1.6775E+02   6.0755E+00                
23745-002-0         G.Rovira                2020   2.4300E-08   0.0000E+00   1.9880E+02   6.8068E+00                
23745-002-0         G.Rovira                2020   2.4296E-08   0.0000E+00   1.8501E+02   6.3266E+00                
23745-002-0         G.Rovira                2020   2.4292E-08   0.0000E+00   1.9374E+02   6.8989E+00                
23745-002-0         G.Rovira                2020   2.4288E-08   0.0000E+00   1.8027E+02   6.3085E+00                
23745-002-0         G.Rovira                2020   2.4285E-08   0.0000E+00   1.7940E+02   6.5457E+00                
23745-002-0         G.Rovira                2020   2.4281E-08   0.0000E+00   1.7858E+02   6.5579E+00                
23745-002-0         G.Rovira                2020   2.4277E-08   0.0000E+00   1.7009E+02   5.9250E+00                
23745-002-0         G.Rovira                2020   2.4273E-08   0.0000E+00   1.8156E+02   6.4487E+00                
23745-002-0         G.Rovira                2020   2.4270E-08   0.0000E+00   1.8063E+02   6.2818E+00                
23745-002-0         G.Rovira                2020   2.4266E-08   0.0000E+00   1.8493E+02   6.8706E+00                
23745-002-0         G.Rovira                2020   2.4262E-08   0.0000E+00   1.9792E+02   7.3071E+00                
23745-002-0         G.Rovira                2020   2.4258E-08   0.0000E+00   1.9279E+02   6.8333E+00                
23745-002-0         G.Rovira                2020   2.4254E-08   0.0000E+00   1.8440E+02   6.3150E+00                
23745-002-0         G.Rovira                2020   2.4251E-08   0.0000E+00   1.8126E+02   6.6542E+00                
23745-002-0         G.Rovira                2020   2.4247E-08   0.0000E+00   1.7031E+02   6.4451E+00                
23745-002-0         G.Rovira                2020   2.4243E-08   0.0000E+00   1.8350E+02   6.5339E+00                
23745-002-0         G.Rovira                2020   2.4239E-08   0.0000E+00   1.8716E+02   6.4319E+00                
23745-002-0         G.Rovira                2020   2.4236E-08   0.0000E+00   1.8318E+02   6.4277E+00                
23745-002-0         G.Rovira                2020   2.4232E-08   0.0000E+00   1.8739E+02   6.7399E+00                
23745-002-0         G.Rovira                2020   2.4228E-08   0.0000E+00   1.7637E+02   6.4872E+00                
23745-002-0         G.Rovira                2020   2.4225E-08   0.0000E+00   1.8148E+02   6.5638E+00                
23745-002-0         G.Rovira                2020   2.4221E-08   0.0000E+00   1.8844E+02   6.4338E+00                
23745-002-0         G.Rovira                2020   2.4217E-08   0.0000E+00   1.8503E+02   6.3919E+00                
23745-002-0         G.Rovira                2020   2.4213E-08   0.0000E+00   1.8187E+02   6.4916E+00                
23745-002-0         G.Rovira                2020   2.4210E-08   0.0000E+00   1.8056E+02   6.6262E+00                
23745-002-0         G.Rovira                2020   2.4206E-08   0.0000E+00   1.8237E+02   6.3496E+00                
23745-002-0         G.Rovira                2020   2.4202E-08   0.0000E+00   1.7729E+02   6.3893E+00                
23745-002-0         G.Rovira                2020   2.4198E-08   0.0000E+00   1.8968E+02   7.0543E+00                
23745-002-0         G.Rovira                2020   2.4195E-08   0.0000E+00   1.7548E+02   6.1706E+00                
23745-002-0         G.Rovira                2020   2.4191E-08   0.0000E+00   1.6733E+02   6.1837E+00                
23745-002-0         G.Rovira                2020   2.4187E-08   0.0000E+00   1.8664E+02   6.5148E+00                
23745-002-0         G.Rovira                2020   2.4183E-08   0.0000E+00   1.8398E+02   6.4956E+00                
23745-002-0         G.Rovira                2020   2.4180E-08   0.0000E+00   1.7765E+02   6.6336E+00                
23745-002-0         G.Rovira                2020   2.4176E-08   0.0000E+00   1.8589E+02   6.4028E+00                
23745-002-0         G.Rovira                2020   2.4172E-08   0.0000E+00   1.6572E+02   5.9213E+00                
23745-002-0         G.Rovira                2020   2.4169E-08   0.0000E+00   1.7209E+02   6.4196E+00                
23745-002-0         G.Rovira                2020   2.4165E-08   0.0000E+00   1.8896E+02   6.7331E+00                
23745-002-0         G.Rovira                2020   2.4161E-08   0.0000E+00   1.8329E+02   6.5212E+00                
23745-002-0         G.Rovira                2020   2.4157E-08   0.0000E+00   1.7981E+02   6.4217E+00                
23745-002-0         G.Rovira                2020   2.4154E-08   0.0000E+00   1.7441E+02   6.1994E+00                
23745-002-0         G.Rovira                2020   2.4150E-08   0.0000E+00   1.8930E+02   6.5447E+00                
23745-002-0         G.Rovira                2020   2.4146E-08   0.0000E+00   1.8079E+02   6.2452E+00                
23745-002-0         G.Rovira                2020   2.4142E-08   0.0000E+00   1.7304E+02   6.0642E+00                
23745-002-0         G.Rovira                2020   2.4139E-08   0.0000E+00   1.8022E+02   6.3023E+00                
23745-002-0         G.Rovira                2020   2.4135E-08   0.0000E+00   1.8014E+02   6.5078E+00                
23745-002-0         G.Rovira                2020   2.4132E-08   0.0000E+00   1.8180E+02   6.4499E+00                
23745-002-0         G.Rovira                2020   2.4128E-08   0.0000E+00   1.8332E+02   6.4884E+00                
23745-002-0         G.Rovira                2020   2.4124E-08   0.0000E+00   1.7251E+02   6.1225E+00                
23745-002-0         G.Rovira                2020   2.4120E-08   0.0000E+00   1.7959E+02   6.2844E+00                
23745-002-0         G.Rovira                2020   2.4116E-08   0.0000E+00   1.8766E+02   6.6571E+00                
23745-002-0         G.Rovira                2020   2.4113E-08   0.0000E+00   1.8830E+02   6.4938E+00                
23745-002-0         G.Rovira                2020   2.4109E-08   0.0000E+00   1.7205E+02   6.0636E+00                
23745-002-0         G.Rovira                2020   2.4106E-08   0.0000E+00   1.9057E+02   6.4268E+00                
23745-002-0         G.Rovira                2020   2.4102E-08   0.0000E+00   1.9155E+02   6.7323E+00                
23745-002-0         G.Rovira                2020   2.4098E-08   0.0000E+00   1.8984E+02   6.7026E+00                
23745-002-0         G.Rovira                2020   2.4094E-08   0.0000E+00   1.9764E+02   6.7623E+00                
23745-002-0         G.Rovira                2020   2.4090E-08   0.0000E+00   1.8284E+02   6.3793E+00                
23745-002-0         G.Rovira                2020   2.4087E-08   0.0000E+00   1.6609E+02   5.9989E+00                
23745-002-0         G.Rovira                2020   2.4083E-08   0.0000E+00   1.9617E+02   7.1801E+00                
23745-002-0         G.Rovira                2020   2.4080E-08   0.0000E+00   1.8706E+02   6.3758E+00                
23745-002-0         G.Rovira                2020   2.4076E-08   0.0000E+00   1.8691E+02   6.5030E+00                
23745-002-0         G.Rovira                2020   2.4072E-08   0.0000E+00   1.7325E+02   6.1532E+00                
23745-002-0         G.Rovira                2020   2.4068E-08   0.0000E+00   1.8624E+02   6.7574E+00                
23745-002-0         G.Rovira                2020   2.4065E-08   0.0000E+00   1.8026E+02   6.4245E+00                
23745-002-0         G.Rovira                2020   2.4061E-08   0.0000E+00   1.8691E+02   6.5377E+00                
23745-002-0         G.Rovira                2020   2.4057E-08   0.0000E+00   1.7134E+02   6.2627E+00                
23745-002-0         G.Rovira                2020   2.4053E-08   0.0000E+00   1.6990E+02   6.1203E+00                
23745-002-0         G.Rovira                2020   2.4050E-08   0.0000E+00   1.8367E+02   6.5522E+00                
23745-002-0         G.Rovira                2020   2.4046E-08   0.0000E+00   1.7997E+02   6.4801E+00                
23745-002-0         G.Rovira                2020   2.4043E-08   0.0000E+00   1.8217E+02   6.4810E+00                
23745-002-0         G.Rovira                2020   2.4039E-08   0.0000E+00   1.8052E+02   6.4866E+00                
23745-002-0         G.Rovira                2020   2.4035E-08   0.0000E+00   2.0723E+02   6.9556E+00                
23745-002-0         G.Rovira                2020   2.4031E-08   0.0000E+00   1.6750E+02   5.9311E+00                
23745-002-0         G.Rovira                2020   2.4028E-08   0.0000E+00   1.7321E+02   6.2897E+00                
23745-002-0         G.Rovira                2020   2.4024E-08   0.0000E+00   1.8044E+02   6.2592E+00                
23745-002-0         G.Rovira                2020   2.4020E-08   0.0000E+00   1.8485E+02   6.5003E+00                
23745-002-0         G.Rovira                2020   2.4017E-08   0.0000E+00   1.7923E+02   6.4887E+00                
23745-002-0         G.Rovira                2020   2.4013E-08   0.0000E+00   1.7856E+02   6.3910E+00                
23745-002-0         G.Rovira                2020   2.4009E-08   0.0000E+00   1.8873E+02   6.5809E+00                
23745-002-0         G.Rovira                2020   2.4005E-08   0.0000E+00   1.7609E+02   6.3126E+00                
23745-002-0         G.Rovira                2020   2.4002E-08   0.0000E+00   1.8889E+02   6.6175E+00                
23601-002-0         G.Rovira                2022   2.5900E-08   0.0000E+00   1.7538E+02   4.9317E+00                
23601-002-0         G.Rovira                2022   2.5500E-08   0.0000E+00   1.7698E+02   4.7643E+00                
23601-002-0         G.Rovira                2022   2.5100E-08   0.0000E+00   1.7842E+02   4.7014E+00                
23601-002-0         G.Rovira                2022   2.4700E-08   0.0000E+00   1.7941E+02   4.6179E+00                
23601-002-0         G.Rovira                2022   2.4300E-08   0.0000E+00   1.8157E+02   4.6356E+00                
23601-003-0         G.Rovira                2022   2.5900E-08   0.0000E+00   1.7404E+02   6.5369E+00                
23601-003-0         G.Rovira                2022   2.5500E-08   0.0000E+00   1.7563E+02   6.4403E+00                
23601-003-0         G.Rovira                2022   2.5100E-08   0.0000E+00   1.7706E+02   6.4201E+00                
23601-003-0         G.Rovira                2022   2.4700E-08   0.0000E+00   1.7804E+02   6.3755E+00                
23601-003-0         G.Rovira                2022   2.4300E-08   0.0000E+00   1.8019E+02   6.4254E+00                
23604-002-0         S.Nakamura              2022   2.5300E-08   0.0000E+00   1.7370E+02   4.8000E+00                
23604-003-0         S.Nakamura              2022   2.5300E-08   0.0000E+00   1.7400E+02   5.1000E+00                
22872-002-0         O.Shcherbakov           2005   2.5000E-08   0.0000E+00   1.8470E+02   7.3000E+00      AV        
23193-002-0         K.Hirose                2013   2.5000E-08   0.0000E+00   1.7830E+02   0.0000E+00      AV        
23604-004-0         S.Nakamura              2022   2.5300E-08   0.0000E+00   1.7380E+02   4.7000E+00      AV        
23108-002-0         F.Brown                 1956   2.5300E-08   0.0000E+00   1.7100E+02   0.0000E+00     MXW        
23108-002-0         F.Brown                 1956   2.5300E-08   0.0000E+00   1.7500E+02   0.0000E+00     MXW        
23108-002-0         F.Brown                 1956   2.5300E-08   0.0000E+00   1.6300E+02   0.0000E+00     MXW        
23108-002-0         F.Brown                 1956   2.5300E-08   0.0000E+00   1.7700E+02   0.0000E+00     MXW        
23108-003-0         F.Brown                 1956   2.5300E-08   0.0000E+00   1.7200E+02   7.0000E+00     MXW        
22941-031-0         A.Letourneau            2009   2.5300E-08   0.0000E+00   1.5000E+02   4.2000E+00 MXW/FCT        
22835-002-1         T.Katoh                 2003   2.5300E-08   0.0000E+00   1.4410E+02   5.4000E+00     RAW        
23074-002-1         M.Mizumoto              2007   2.4000E-08   0.0000E+00   1.9140E+02   1.2100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4020E-08   0.0000E+00   1.9040E+02   1.2100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4050E-08   0.0000E+00   1.9700E+02   1.2100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4080E-08   0.0000E+00   1.7160E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4100E-08   0.0000E+00   1.9170E+02   1.1900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4130E-08   0.0000E+00   1.8060E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4150E-08   0.0000E+00   1.6490E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4180E-08   0.0000E+00   1.7820E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4210E-08   0.0000E+00   1.7260E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4230E-08   0.0000E+00   1.9440E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4260E-08   0.0000E+00   1.7800E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4290E-08   0.0000E+00   1.7580E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4310E-08   0.0000E+00   1.8890E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4340E-08   0.0000E+00   1.8720E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4360E-08   0.0000E+00   1.8690E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4390E-08   0.0000E+00   1.7410E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4420E-08   0.0000E+00   2.0600E+02   1.1900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4440E-08   0.0000E+00   1.9480E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4470E-08   0.0000E+00   1.8690E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4500E-08   0.0000E+00   1.7100E+02   1.1500E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4520E-08   0.0000E+00   1.7480E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4550E-08   0.0000E+00   2.1040E+02   1.1900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4580E-08   0.0000E+00   1.8510E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4600E-08   0.0000E+00   1.7290E+02   1.1500E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4630E-08   0.0000E+00   1.7370E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4660E-08   0.0000E+00   1.8570E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4680E-08   0.0000E+00   1.8600E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4710E-08   0.0000E+00   2.0160E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4740E-08   0.0000E+00   1.8570E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4760E-08   0.0000E+00   1.9490E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4790E-08   0.0000E+00   1.7620E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4820E-08   0.0000E+00   1.8960E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4850E-08   0.0000E+00   2.0180E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4870E-08   0.0000E+00   1.8810E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4900E-08   0.0000E+00   2.0240E+02   1.1800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4930E-08   0.0000E+00   1.7700E+02   1.1500E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4950E-08   0.0000E+00   1.8870E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.4980E-08   0.0000E+00   1.8560E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5010E-08   0.0000E+00   1.9580E+02   1.1700E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5040E-08   0.0000E+00   1.8120E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5060E-08   0.0000E+00   1.8990E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5090E-08   0.0000E+00   1.8660E+02   1.1600E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5120E-08   0.0000E+00   1.6410E+02   1.1300E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5150E-08   0.0000E+00   1.6690E+02   1.1300E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5170E-08   0.0000E+00   1.7380E+02   1.1400E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5200E-08   0.0000E+00   1.7350E+02   1.1400E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5230E-08   0.0000E+00   1.7390E+02   1.1300E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5260E-08   0.0000E+00   1.7460E+02   1.1300E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5290E-08   0.0000E+00   1.6250E+02   1.1200E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5310E-08   0.0000E+00   1.8750E+02   1.1400E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5340E-08   0.0000E+00   1.6110E+02   1.1100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5370E-08   0.0000E+00   1.7600E+02   1.1300E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5400E-08   0.0000E+00   1.7420E+02   1.1300E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5430E-08   0.0000E+00   1.6570E+02   1.1200E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5450E-08   0.0000E+00   1.7100E+02   1.1200E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5480E-08   0.0000E+00   1.6610E+02   1.1100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5510E-08   0.0000E+00   1.7460E+02   1.1200E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5540E-08   0.0000E+00   1.6680E+02   1.1100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5570E-08   0.0000E+00   1.6550E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5600E-08   0.0000E+00   1.5800E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5620E-08   0.0000E+00   1.7040E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5650E-08   0.0000E+00   1.7730E+02   1.1100E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5680E-08   0.0000E+00   1.6230E+02   1.0900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5710E-08   0.0000E+00   1.6490E+02   1.0900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5740E-08   0.0000E+00   1.8110E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5770E-08   0.0000E+00   1.8410E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5800E-08   0.0000E+00   1.5860E+02   1.0800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5820E-08   0.0000E+00   1.7680E+02   1.0900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5850E-08   0.0000E+00   1.9270E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5880E-08   0.0000E+00   2.1150E+02   1.1200E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5910E-08   0.0000E+00   1.8900E+02   1.1000E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5940E-08   0.0000E+00   1.9450E+02   1.0900E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.5970E-08   0.0000E+00   1.7680E+02   1.0800E+01     RAW        
23074-002-1         M.Mizumoto              2007   2.6000E-08   0.0000E+00   1.5240E+02   1.0600E+01     RAW        
23109-002-3         S.H.Eberle              1971   2.5300E-08   0.0000E+00   2.0700E+02   0.0000E+00     SPA        
41545-003-0         M.I.Krivopustov         1997   2.5300E-08   0.0000E+00   1.4000E+02   3.0000E+01     SPA        
22977-002-0         H.Harada                2006   2.5300E-08   0.0000E+00   1.9800E+02   7.0000E+00     SPA        
23100-002-0         A.Letourneau            2010   2.5300E-08   0.0000E+00   1.4990E+02   3.7000E+00     SPA        
23100-002-0         A.Letourneau            2010   2.5300E-08   0.0000E+00   1.5030E+02   3.7000E+00     SPA        
23100-002-0         A.Letourneau            2010   2.5300E-08   0.0000E+00   1.5010E+02   3.7000E+00     SPA        
14811-002-0         C.Romano                2022   2.5300E-08   0.0000E+00   1.7580E+02   5.8700E+00     SPA        
#   Recom./Eval./Deriv./Calc. Data
# EXFOR ID          First Author            Year   En_inc[MeV]  dEn_inc      Data[eV]     dData         sf8    sf9
23100-003-0         A.Letourneau            2010   2.5300E-08   0.0000E+00   1.8220E+02   4.5000E+00           DERIV
23193-003-0         K.Hirose                2013   2.5300E-08   0.0000E+00   1.7670E+02   0.0000E+00           DERIV
23601-004-1         G.Rovira                2022   2.5300E-08   0.0000E+00   1.7760E+02   3.8000E+00           DERIV
23601-004-2         G.Rovira                2022   2.5300E-08   0.0000E+00   1.7620E+02   6.2000E+00           DERIV
23193-005-0         K.Hirose                2013   2.5300E-08   0.0000E+00   1.7460E+02   0.0000E+00     MXW   DERIV
22977-004-0         H.Harada                2006   2.5300E-08   0.0000E+00   1.6900E+02   4.0000E+00           RECOM
